DealerCode,Date,% Customer Pay Service,Current Ratio,Days Supply - New Vehicle,Days of Inventory (Parts),Dealer Loyalty,Dealer Service Retention,F&I New Car Gross PNVR,Floorplan Expense PNVR,KSI R3,F&I Penetration,Service Sales per Advisor,N.V. Sales per Sales Consultants,Net Profit (Loss) before taxes – current month,Net Profit BBIT % Sales (ROS),Parts to Labor Ratio,Rent Expense PVR,SEI R3,Total Advertising Expenses PVR,Total Dealership Expenses - PVR,Used F&I per retail unit,Used to New Ratio,VolumnGrp,operationaldate,TerminationDate,Is the Dealer at Risk?
Dealer5,1/2/2019,40.74,1.03,105.94,39.21,45.61,33.5,846.53,145.94,901.9,96.88,66813,8,-2442,-0.09,1.12,980.94,834.5,384.64,5231.07,1305.52,0.5,VG-6,4/22/1998,,No
Dealer5,1/3/2019,36.04,1.19,114.55,27.41,44.09,33.46,1097.79,129.69,909.5,87.88,77149,8.25,32257,0.88,1.03,866.5,877.5,341.71,4980.81,1365.22,0.61,VG-6,4/22/1998,,No
Dealer5,1/4/2019,40.84,1.29,105.48,35,43.44,33.7,978.42,115.78,916.3,80.65,76143,7.75,34375,1.04,0.86,1155.33,876.25,420.46,5385.14,1618.14,0.36,VG-6,4/22/1998,,No
Dealer5,1/5/2019,27.89,1.35,103.71,31.94,37.07,33.7,964.51,225.73,927.2,88.57,80090,8.75,59765,1.46,0.78,852.3,880.39,297.29,4620.57,1502.54,0.53,VG-6,4/22/1998,,No
Dealer5,1/6/2019,32.37,1.45,142.22,34.26,36.13,33.3,969.93,299.21,908,81.48,76189,6.75,32332,0.87,1.02,962.78,878.47,388.73,5161.38,1291.04,0.76,VG-6,4/22/1998,,No
Dealer5,1/7/2019,37.57,1.56,75.37,33.28,39.34,33.81,1043,165.41,903.1,92.68,77473,10.25,8458,0.22,0.77,962.78,874.33,518.94,5402.77,1548.62,0.44,VG-6,4/22/1998,,No
Dealer5,1/8/2019,44.29,1.58,92.81,29.87,40.5,33.99,788.53,68.74,905.5,96.88,83417,8,47709,1.22,0.91,866.5,881.3,446.61,5546.69,1817.71,0.96,VG-6,4/22/1998,,No
Dealer5,1/9/2019,32.32,1.59,70,28.22,40.65,33.99,1198.67,6,915.2,91.67,82402,9,-8512,-0.24,0.96,842.52,884.89,507.59,5370.72,1459.04,0.74,VG-6,4/22/1998,,No
Dealer5,1/10/2019,39.5,1.41,91,24.87,39.52,33.99,1087.87,-16.92,912,93.33,97327,7.5,18088,0.55,0.93,1172.2,888.95,601.96,6439.05,1291.5,0.6,VG-6,4/22/1998,,No
Dealer5,1/11/2019,35.76,1.26,76.5,27.47,42.28,34.5,1280.78,-15.57,916.3,90,85788,10,130957,3.45,1.04,945.98,886.63,509.57,5246.4,1121.82,0.42,VG-6,4/22/1998,,No
Dealer5,1/12/2019,37.38,1.27,103.93,30.26,43.2,34.83,1014.96,-5.49,922.1,89.29,75599,7,46230,1.49,0.92,1172.2,888.95,480.02,5690.82,928.22,0.52,VG-6,4/22/1998,,No
Dealer5,1/1/2020,35.87,1.28,92.73,28.93,42.98,34.85,1145.42,28.9,925.7,81.82,40771,11,113752,2.97,0.89,842.52,956,393.47,5457.74,1683.23,0.87,VG-6,4/22/1998,,No
Dealer5,1/2/2020,28.04,1.28,62.86,28.42,41.73,33.79,864.43,71.95,920.1,92.86,45596,14,53418,1.59,0.63,898.68,880.59,518.21,6583.41,1886.56,0.78,VG-6,4/22/1998,,No
Dealer5,1/3/2020,36.02,1.45,187.06,32.52,41.09,34.04,1201.65,235.09,912,94.12,32724.5,5.67,-13120,-0.54,0.85,1315.15,930,659.51,8016.71,1291.71,1.41,VG-6,4/22/1998,,No
Dealer6,1/1/2018,29.8,1.26,165.56,30.94,38.92,46.6,1132.44,430.24,882.6,103.7,62922.5,6.75,35092,8.01,0.88,232.15,969.4,221.73,4384.09,1736.52,0.81,VG-4,12/16/2016,,No
Dealer6,1/2/2018,41.07,1.31,143.68,37.99,41.86,47.15,1063.18,353.79,879.6,114.04,31667.67,8.14,215029,6.58,0.84,232.13,940,354.45,4158.39,1462.02,0.72,VG-4,12/16/2016,,No
Dealer6,1/3/2018,45,1.3,97.97,44.21,41.52,47.13,1540.78,276.72,856.8,130.38,33368.67,9.88,30273,0.75,1.01,186.14,936.7,300.1,3705.09,1323.75,0.56,VG-4,12/16/2016,,No
Dealer6,1/4/2018,38.58,1.28,98.31,38.14,39.29,47.44,1713.47,289.4,843.6,126.51,50626,11.86,109182,2.66,0.84,181.42,923.6,361.29,3575.32,948.18,0.53,VG-4,12/16/2016,,No
Dealer6,1/5/2018,37.69,1.29,83.6,31.44,41.48,38.46,1500.17,292.97,831.1,122.47,60317.5,12.71,160566,3.48,0.96,159,,375.47,3383.83,1404.65,0.62,VG-4,12/16/2016,,No
Dealer6,1/6/2018,39.8,1.25,103.67,35.41,42.7,38.62,1512.3,319.46,848.1,135.44,66529.5,8.78,14722,0.35,0.9,176.35,,391.13,3946.77,1561.5,0.63,VG-4,12/16/2016,,No
Dealer6,1/7/2018,37.22,1.17,112.65,43.5,45.93,39.06,1948.05,405.37,840,125.51,39164.33,12.25,8506,0.19,0.83,298.55,,557.82,4228.15,1394.16,0.45,VG-4,12/16/2016,,No
Dealer6,1/8/2018,36.4,1.17,128.18,36.85,45.35,39.57,1780.43,471.78,858.3,115.91,76481,11,31393,0.69,0.96,333.94,,127.49,4372.41,1504.96,0.59,VG-4,12/16/2016,,No
Dealer6,1/9/2018,43.81,1.16,118.22,37.7,45.4,39.63,1730.14,406.98,863.7,116.83,27378,9.18,14999,0.29,1.07,295.46,0,33.73,3900.11,1755.93,0.58,VG-4,12/16/2016,,No
Dealer6,1/10/2018,34.03,1.16,175.07,24.93,45.7,39.89,1527.86,647.49,883.7,115.07,36731.75,8.11,-111518,-2.78,1.05,385.32,0,381.41,5367.55,1450.04,0.67,VG-4,12/16/2016,,No
Dealer6,1/11/2018,34.48,1.15,158.8,39.48,44.44,39.78,1584.61,632.2,887.3,120,38629.25,6.25,-62281,-1.32,1.06,319.82,0,469.82,4579.47,1553.65,0.96,,12/16/2016,,No
Dealer6,1/12/2018,37.77,1.16,118.9,35.03,46.7,40.25,1439.05,561.01,884.4,118.29,32885.5,8.2,-170619,-3.73,1.02,311.32,854.85,968.19,4809.29,1401.58,0.84,VG-4,12/16/2016,,No
Dealer6,1/1/2019,35.92,1.16,97.76,38.98,48.77,40.54,1925.85,446.26,895.9,127.06,68314.5,10.63,-101947,-2.08,0.95,305.56,809.17,629.95,5057.59,1543.53,0.8,VG-3,12/16/2016,,Yes
Dealer6,1/2/2019,35.59,1.12,165.85,39.05,50.47,41.01,1390.92,616.47,903.1,124.53,28880.4,4.42,-165457,-4.37,0.92,454.53,863.48,761.25,6198.15,1449.65,0.96,VG-3,12/16/2016,,Yes
Dealer6,1/3/2019,41.17,1.12,111.32,49.01,46.31,41.2,1650.47,473.17,915.4,113.16,40692.33,6.91,6634,0.13,1.08,225,876.86,280.98,4072.22,1452.11,1.11,VG-3,12/16/2016,,Yes
Dealer6,1/4/2019,38.82,1.14,93.33,45.53,46.59,41.16,1672.41,408.26,909.3,79.01,28944.2,6.75,846,0.02,1.09,195.79,897.78,319.45,4088.45,1551.18,0.88,VG-3,12/16/2016,,Yes
Dealer6,1/5/2019,37.41,1.15,60.82,44.7,47.45,41.5,1377.15,268.99,907.9,86.36,30844,9.17,143650,2.38,1.05,168.15,897.19,365.99,3847.19,1650.24,0.61,VG-3,12/16/2016,,Yes
Dealer6,1/6/2019,41.2,1.12,96.48,50.01,50,42.45,1423.56,335.48,896.6,85.23,37829.75,6.77,-48691,-0.84,0.92,178.21,879.03,474.71,4139.66,1539.2,0.9,VG-3,12/16/2016,,Yes
Dealer6,1/7/2019,38.97,1.15,78.37,40.81,50,43.04,1451.93,323.28,902,85.71,31750.2,9.8,40197,0.75,1,195.79,885.22,287.07,4163.98,1589.26,0.55,VG-3,12/16/2016,,Yes
Dealer6,1/8/2019,43.85,1.15,81.63,36.75,52.03,42.88,1344.41,213.04,911.2,113.46,30629.2,8.67,32111,0.55,1.09,172.03,877.88,345.02,3842.61,1518.1,0.66,VG-3,12/16/2016,,Yes
Dealer6,1/9/2019,39.23,1.17,86.39,49.45,51.09,42.88,1503.9,95.14,921.8,109.64,31158.6,6.92,-43787,-0.86,1,211.06,874.19,415.5,4401.3,1461.38,0.7,VG-3,12/16/2016,,Yes
Dealer6,1/10/2019,42.71,1.17,94.58,44.04,51.13,42.88,1653.94,135.6,927.3,119.44,27608.2,6.55,-169089,-3.5,1.13,227.19,877.4,479.5,4992.03,1446.05,0.82,VG-3,12/16/2016,,Yes
Dealer6,1/11/2019,36.1,1.16,70.1,45.79,52.27,43.1,1815.83,-88.62,916.4,120.41,30081,9.8,21612,0.39,1.07,181.48,876.68,75.96,3658.79,1380.85,0.67,VG-3,12/16/2016,,Yes
Dealer6,1/12/2019,43.25,1.15,74.29,49.04,51.15,43.51,1755.48,-11.5,907.1,105.95,31034.25,8.4,-200671,-4.17,1.02,209.58,873.28,1077.75,4929.61,1349.17,0.69,VG-3,12/16/2016,,Yes
Dealer6,1/1/2020,42.6,1.16,77.5,43.25,51.91,43.87,2139.19,64.5,908.2,129.76,38833.5,6,30194,0.61,0.93,222.09,811.91,805.76,4948.41,1624.7,0.6,VG-3,12/16/2016,,No
Dealer6,1/2/2020,49.43,1.16,73.55,50.03,52.29,43.54,1970.98,-2.37,915.9,118.28,26241.2,6.64,95580,1.79,0.91,174.05,869.29,609.91,3703.9,1767.71,0.84,VG-3,12/16/2016,,No
Dealer6,1/3/2020,40.37,1.16,125.41,42.83,52.55,43.77,1691.75,-6.02,913.8,100,52602.67,10.17,-13366,-0.37,0.86,297.6,875.61,884.7,5428.8,2022.54,0.64,VG-3,12/16/2016,,No
Dealer7,1/4/2017,28.72,1.05,85.61,54.49,66.67,6.47,1155.78,173.16,696.5,143.09,35134.75,8.2,-97440,-1.94,0.6,374.29,909.1,1024.71,5759.31,990.71,0.41,VG-3,1/12/2017,5/31/2019,Yes
Dealer7,1/5/2017,33.31,1.05,75,61.17,54.55,8.67,1102.24,182.81,758.7,123.53,33820.25,11.33,8223,0.14,0.51,327.51,906.9,846.96,5150.22,1031.63,0.4,VG-2,1/12/2017,5/31/2019,Yes
Dealer7,1/6/2017,40.18,1.07,84.83,59.26,42.86,11.37,1129.02,199.68,773.7,118.1,24705.8,8.92,-135938,-2.85,0.54,390.22,926.9,906.2,5634.9,694.56,0.41,VG-2,1/12/2017,5/31/2019,Yes
Dealer7,1/7/2017,37.9,1.07,78.84,52.63,48,13.28,904.06,186.83,821.5,0,29610,10.75,-139045,-2.64,0.63,364.38,941.9,961.81,5256.83,1092.23,0.44,VG-2,1/12/2017,5/31/2019,Yes
Dealer7,1/8/2017,28.38,1.05,106.42,55.26,,15.16,747.83,250.83,756.5,117.89,24628,9.5,-242374,-5.92,0.72,620.56,973.1,1124.87,7304.56,1561,0.4,VG-2,1/12/2017,5/31/2019,Yes
Dealer7,1/9/2017,37.37,1.03,111.73,50.37,48.94,17.36,829.56,225.71,807.8,107.14,27722.75,8.91,-301231,-7.8,0.71,530.62,961.6,1161.37,6418.95,620,0.4,VG-2,1/12/2017,5/31/2019,Yes
Dealer7,1/10/2017,35.36,1.02,88.56,54.24,54.4,18.76,1101.97,202.42,839.9,118.49,26761.6,20.86,-99756,-1.95,0.77,393.68,960,1090.11,5115.17,544.78,0.14,VG-2,1/12/2017,5/31/2019,Yes
Dealer7,1/11/2017,34.76,1.01,186,59.11,52.31,20.23,1138.2,393.8,901,113.33,27494.4,10.71,-180382,-5.2,0.77,693.42,913.6,1228.12,7651.8,886.23,0.37,VG-2,1/12/2017,5/31/2019,Yes
Dealer7,1/12/2017,34.19,0.99,156.84,54.81,52.78,21.63,494.03,413.25,892.8,96.2,23783.4,13.17,-271819,-8.04,0.81,678.01,894.7,1432.4,7110.41,2.73,0.27,VG-2,1/12/2017,5/31/2019,Yes
Dealer7,1/1/2018,38.29,0.92,177.27,58.69,50,23,681.64,475.35,866.5,112.12,44237,13.2,-180501,-5.89,0.69,782.32,840.4,861.38,7298.69,464,0.36,VG-2,1/12/2017,5/31/2019,Yes
Dealer7,1/2/2018,49.99,1.45,158.23,58.52,49.49,24.03,783.66,407.39,845.6,150,32048.25,8.86,-160351,-5.97,0.58,246.77,859.2,832.05,7252.25,845.89,0.31,VG-2,1/12/2017,5/31/2019,Yes
Dealer7,1/3/2018,58.62,1.57,160.19,65.34,48.54,24.4,783.09,440.91,868.9,128.3,35180.75,8.83,-258840,-10.08,0.61,910.76,889.6,841,8909.66,722.71,0.42,VG-3,1/12/2017,5/31/2019,Yes
Dealer7,1/4/2018,52.52,0.98,91.45,66.87,47.71,24.67,921.58,270.2,892,110.84,26551.5,13.83,-173856,-5.07,0.64,616.37,892.6,840.04,5745.04,763.81,0.27,VG-3,1/12/2017,5/31/2019,Yes
Dealer7,1/5/2018,39.27,0.96,129.83,52.45,47.32,19.68,453.71,391.14,905.9,136.21,32666,9.67,-224044,-8.74,0.68,249.37,,781.34,7152.09,149.5,0.38,VG-3,1/12/2017,5/31/2019,Yes
Dealer7,1/6/2018,44.03,0.9,193.17,73.45,47.9,19.73,816.24,485.66,896.1,134.15,30816.25,6.83,-319350,-14.64,0.76,290.93,,1051.96,8016.7,645.89,0.9,VG-3,1/12/2017,5/31/2019,Yes
Dealer7,1/7/2018,49.53,1.01,134.14,81.71,46.43,19.79,667.79,390.3,877.9,122.86,30094.25,8.75,-301043,-10.75,0.67,229.63,,1103.73,5972.36,376.65,0.39,VG-4,1/12/2017,5/31/2019,Yes
Dealer7,1/8/2018,47.93,0.99,90,53.87,45.1,20.02,773.58,292.24,822.1,114.77,33106.75,11,-123218,-3.34,0.71,186.19,,986.69,4733.63,537.65,0.36,VG-4,1/12/2017,5/31/2019,Yes
Dealer7,1/9/2018,50.41,1.13,76.18,66.54,43.81,20.51,818.29,226.02,779.7,135.29,33673.75,12.75,-48452,-1.28,0.71,170.8,0,697.65,4437.75,605.42,0.27,VG-4,1/12/2017,5/31/2019,Yes
Dealer7,1/10/2018,39.01,0.99,112.11,54.27,38,20.71,832.29,323.79,812,122.37,38429,7.6,-108237,-3.4,0.9,232.21,0,681.75,6122.58,782.23,0.32,VG-4,1/12/2017,5/31/2019,Yes
Dealer7,1/11/2018,42.46,0.98,107.6,67.96,36.36,21.54,486.97,354.56,857.3,114.67,35872.75,7.5,-214103,-6.87,0.74,222.23,0,839.83,5732.06,529,0.35,VG-4,1/12/2017,5/31/2019,Yes
Dealer7,1/12/2018,13.38,0.96,458.33,303.94,31.31,21.12,411.17,1432.94,905.1,127.78,8492.25,1.8,-214788,-12.57,1.03,939.41,,1198.96,10657.5,292.75,0.28,VG-4,1/12/2017,5/31/2019,Yes
Dealer7,1/1/2019,36.29,0.91,876.67,362.24,29.17,20.58,-132.33,2663.44,931.6,77.78,0,9,-115354,-21.01,1.02,1878.82,,1700.4,14589.36,-2461.5,0.11,VG-4,1/12/2017,5/31/2019,Yes
Dealer7,1/2/2019,38.08,1.1,1285,609.12,26.53,19.96,1521.83,3397.33,967.5,116.67,0,6,-182367,-69.54,0.77,2583.38,,2535.38,26597.13,2599.5,0.33,VG-5,1/12/2017,5/31/2019,Yes
Dealer7,1/3/2019,41.9,1.09,3825,50.87,22.43,19.17,-3306,10719,925,200,0,2,-183614,-43.15,0.77,4133.6,,856.6,40837,208.33,1.5,VG-5,1/12/2017,5/31/2019,Yes
Dealer7,1/4/2019,59.51,1.23,7560,95.32,20.19,18.12,-10519,20233,920,100,0,1,-136277,-68.36,0.78,6889,,342.67,45812,-458.5,2,VG-5,1/12/2017,5/31/2019,Yes
Dealer8,1/1/2018,44.33,1.07,107.14,53.47,56.86,48.3,1095.86,436.18,834.5,74.29,30627,0,14732,0.56,1.13,386.36,957.4,228.32,3615.02,786.94,1.39,VG-6,12/1/2009,,No
Dealer8,1/2/2018,33.45,1.08,77.5,50.53,57.06,49.45,742.22,596.3,830.4,72.22,36453,0,-8813,-0.31,1.41,365.59,943.9,414.04,3919.03,1100.79,1.54,VG-6,12/1/2009,,No
Dealer8,1/3/2018,42.23,1.08,63.66,33.49,57.3,48.91,665,467.62,825.5,63.41,57592.5,0,63624,1.79,1.49,259.54,956.3,206.1,2801.81,910.12,1.8,VG-6,12/1/2009,,No
Dealer8,1/4/2018,34.08,1.06,88.18,67.28,56.47,48.68,1025.52,561.5,845.6,63.64,45488.5,0,2641,0.1,1.59,350.52,954.3,186.33,3395.59,846.13,1.6,VG-6,12/1/2009,,No
Dealer8,1/5/2018,38.66,1.06,79.17,45.85,56.65,44.31,485.33,602.54,856.4,66.67,57564,0,15505,0.53,1.15,317.76,,268.91,3284.54,1111.46,1.73,VG-6,12/1/2009,,No
Dealer8,1/6/2018,35.78,1.2,115.2,48.31,56.8,44.31,1227.56,734.76,857.3,80,60311.5,0,5226,0.19,1.22,357.89,,223.69,3525.2,1055.39,2.06,VG-6,12/1/2009,,No
Dealer8,1/7/2018,45.6,1.21,46.25,44.78,55.8,44.61,808.52,446.02,837.7,77.08,52288,0,9665,0.3,1.1,285.71,,169.14,3194,801.03,1.39,VG-6,12/1/2009,,No
Dealer8,1/8/2018,38.04,1.2,66.86,39.38,55.56,44.84,539.57,489.78,833.6,74.29,73376.5,0,45141,1.25,1.19,261.54,,187.23,3141.51,787.24,2.38,VG-6,12/1/2009,,No
Dealer8,1/9/2018,34.98,1.2,58.38,52.91,53.85,45.2,673.59,501.51,861.6,70.27,66586,0,4120,0.15,1.25,361.7,0,262.7,4038.69,877.82,1.39,VG-6,12/1/2009,,No
Dealer8,1/10/2018,35.26,1.17,98.18,39.37,53.16,45.62,651.58,755.91,879,75.76,43459.33,0,18174,0.61,1.47,354.17,0,346.79,4039.29,704.08,1.8,VG-6,12/1/2009,,No
Dealer8,1/11/2018,31.59,1.16,129.55,61.83,51.87,45.96,793.32,1244.52,901.1,90.91,38507.33,0,-71472,-3.48,1.39,472.22,0,140,4886.52,513.04,2.17,VG-6,12/1/2009,,No
Dealer8,1/12/2018,33.89,1.15,181.76,52.9,51.65,45.78,674.12,1171.57,907,94.12,36906,0,-83344,-4.78,1.18,629.63,879.34,336.85,5202.18,571.65,1.61,VG-6,12/1/2009,,No
Dealer8,1/1/2019,32.91,1.12,96,61.06,52.08,46.12,363.4,845.55,910.7,60,41085.33,0,-43978,-1.89,1.28,414.63,911.25,333.52,4295.96,684.3,1.24,VG-6,12/1/2009,,Yes
Dealer8,1/2/2019,34.04,1.12,242.14,60.34,52.13,46.59,267,1881,906,107.14,39584.67,0,-142311,-8.32,1.18,515.15,935.45,501.63,5472.31,801.27,3.47,VG-6,12/1/2009,,Yes
Dealer8,1/3/2019,45.38,1.13,77.84,47.69,46.97,46.39,839.08,763.84,871.7,48.65,66149,0,1039,0.03,1.04,311.93,934,152.14,3205.24,873.06,1.89,VG-6,12/1/2009,,Yes
Dealer8,1/4/2019,46.98,1.21,85.71,51.84,47.12,46.68,1503.54,940.87,857,100,58012.5,0,-46081,-1.72,1.16,382.02,913.33,220.35,4153.92,735.41,1.97,VG-6,12/1/2009,,Yes
Dealer8,1/5/2019,38.21,1.2,56.51,53.36,47.89,45.9,877.26,427.56,846,95.35,56469,0,-49786,-1.51,1.36,333.33,890.67,278.41,3870.39,660.07,1.33,VG-6,12/1/2009,,Yes
Dealer8,1/6/2019,42.61,1.17,39.8,52.02,47.34,45.58,762.73,447.75,862.7,73.47,60298,0,-81357,-2.78,1.25,365.59,897.86,304.64,4390.68,652.34,0.75,VG-6,12/1/2009,,Yes
Dealer8,1/7/2019,37.49,1.11,79.29,45.66,47.46,45.31,1042.46,1037.54,861.8,117.86,67734,0,-45700,-1.52,1.14,414.63,875.47,495.56,5300.01,871.06,1.54,VG-6,12/1/2009,,Yes
Dealer8,1/8/2019,34.66,1.12,35.11,32.09,47.49,45.12,1109.28,378.05,860,97.87,48868,0,60169,1.61,1.16,317.76,878.23,434.31,4144.32,863.05,1.09,VG-6,12/1/2009,,Yes
Dealer8,1/9/2019,35.2,1.12,48.46,56.56,50.28,45.12,1135.9,384.54,859.2,66.67,40470.67,0,10913,0.36,1.32,390.8,872.82,548.68,5155.07,949.54,1.29,VG-6,12/1/2009,,Yes
Dealer8,1/10/2019,50.17,1.12,108.57,50.95,52.6,45.12,1395.9,538.8,880.7,133.33,36092,0,-19826,-0.8,1.32,492.75,871.71,455.8,5249.75,820.33,1.96,VG-6,12/1/2009,,Yes
Dealer8,1/11/2019,45.48,1.1,65.14,59.88,51.15,43.88,967.4,512.86,900.5,97.14,38361,0,-99512,-4.23,1.21,478.87,873.45,584.42,5900.15,680.47,0.97,VG-6,12/1/2009,,Yes
Dealer8,1/12/2019,34.18,1.09,57.57,62.71,53.41,43.98,757.24,507.18,894.4,78.38,39611,0,-26246,-1,1.3,478.87,874.84,562.28,5675.01,752.21,0.92,VG-6,12/1/2009,,Yes
Dealer8,1/1/2020,34.42,1.09,34.9,51.13,52.07,44.08,1113.55,438.54,901.9,95.92,44329.67,0,11111,0.33,1.42,369.57,887.14,312.31,4645.99,884.42,0.9,VG-6,12/1/2009,,No
Dealer8,1/2/2020,42.99,1.02,36.86,68.32,52.05,43.86,1432.31,411.03,886.8,100,34081.33,8.75,4642,0.16,1.09,0,927.5,367.12,4886.15,1038.74,1.5,VG-6,12/1/2009,,No
Dealer8,1/3/2020,37.17,1.06,132.35,52.31,52.07,43.39,1196.82,513.5,898.9,105.88,35135,4.25,-2105,-0.11,1.28,680,947.65,844.63,6855.44,741.67,1.25,VG-6,12/1/2009,,No
Dealer9,1/1/2018,49.8,1.12,214.62,51.69,60.78,39.6,809.23,979,892,115.38,35211,4.33,-8845,-0.93,0.81,590.2,982.1,339.28,8579.36,1089.67,2.54,VG-6,10/25/2004,,Yes
Dealer9,1/2/2018,35.72,1.13,162,48.7,59.82,42.36,966.53,1239.2,909.6,100,34355,5,-2066,-0.16,0.62,526.96,983.3,236.63,7492.79,997.15,2.73,VG-6,10/25/2004,,Yes
Dealer9,1/3/2018,65.66,1.15,95.45,90.7,57.94,41.67,716.5,745.32,916.9,104.55,33222,7.33,-5225,-0.37,0.71,345.11,996.2,255.2,4547.39,1064.45,1.91,VG-6,10/25/2004,,Yes
Dealer9,1/4/2018,49.76,1.14,64.29,69.62,58.88,42.23,932.04,593.64,899.1,100,29249,9.33,15085,1.12,0.64,368.88,995,300.21,5125.13,805.67,1.18,VG-6,10/25/2004,,No
Dealer9,1/5/2018,64.39,1.15,68.75,54.47,60.83,39.18,812.29,615.79,899.2,95.83,36784,8,11588,0.73,0.64,320.76,,296.95,4675.41,1123.59,2.04,VG-6,10/25/2004,,No
Dealer9,1/6/2018,58.46,1.15,46.22,72.99,60.34,40.12,981.84,420.68,899.2,102.7,46466,9.25,-14240,-0.83,0.74,289.31,,352.08,4739.1,528.43,0.97,VG-6,10/25/2004,,Yes
Dealer9,1/7/2018,63.39,1.13,110.87,55.55,58.68,39.55,1017.43,666.87,903.8,91.3,50402,7.67,22085,1.28,0.83,378.33,,486.61,5891.18,1409.56,2.09,VG-6,10/25/2004,,No
Dealer9,1/8/2018,77.18,1.12,118.8,66.59,61.9,40.12,994.16,694.68,913.2,100,50983,8.33,10777,0.71,0.64,378.33,,484.25,6092.08,1073.43,1.72,VG-6,10/25/2004,,No
Dealer9,1/9/2018,55.67,1.13,107.73,65.78,63.33,40.37,905.64,829.64,910.7,127.27,0,7.33,2438,0.18,0.71,508.79,0,679.69,7691.86,1504.43,1.45,VG-6,10/25/2004,,No
Dealer9,1/10/2018,57.05,1.14,121.76,87.65,65.25,40.14,1699.88,1092.82,911.9,164.71,30303,8.5,-22078,-2.09,0.79,590.2,0,479.78,7321.4,1751.75,1.65,VG-6,10/25/2004,,No
Dealer9,1/11/2018,50.73,1.13,93.46,90.93,62.28,40.6,923.85,659.81,898.4,96.15,37669,13,-27518,-2.35,0.75,447.06,0,554.52,6487,1060.5,1,VG-6,10/25/2004,,Yes
Dealer9,1/12/2018,44.37,1.12,117.39,68.6,58.41,40.78,1218.96,523.52,892.1,108.7,39700,7.67,-7498,-0.65,0.76,506.67,898.57,305.76,6199.57,1504.14,1.13,VG-6,10/25/2004,,Yes
Dealer9,1/1/2019,65.43,1.13,107.73,74.92,59.48,42.76,1253.73,922.45,901,118.18,41971,11,-655,-0.06,1,475,885,411.24,6440.91,1264.4,1.09,VG-6,10/25/2004,,Yes
Dealer9,1/2/2019,57.93,1.12,166,78.17,59.13,43.47,762.6,1392.4,911.6,93.33,40634,7.5,-5903,-0.52,0.61,660.87,884.29,688.73,8332.96,1046.38,2.27,VG-6,10/25/2004,,Yes
Dealer9,1/3/2019,65.87,1.14,63.87,76.63,58.87,42.7,522.29,462.03,919.1,70.97,52757,15.5,13874,0.98,0.78,337.78,921.54,467.54,4621.51,1608.36,0.84,VG-6,10/25/2004,,No
Dealer9,1/4/2019,57.92,1.14,162.5,78.36,56.2,42.03,1370.17,1547.92,922.4,150,40625,6,9960,0.8,0.78,524.14,911.18,344.94,6488.9,1238.53,3.33,VG-6,10/25/2004,,No
Dealer9,1/5/2019,58.95,1.13,120,95.81,53.77,43,1318.56,530.28,916.2,122.22,0,9,10410,0.84,0.71,524.14,901.58,415.18,6832.62,1017.09,1.83,VG-6,10/25/2004,,No
Dealer9,1/6/2019,58.66,1.12,222.5,79.95,51.38,42.89,924.58,365.08,913.1,125,0,6,40571,3.17,0.82,475,900.87,409.14,5760.59,733.85,3.92,VG-6,10/25/2004,,No
Dealer9,1/7/2019,58.85,1.14,67,74.34,52.73,41.79,716.6,367.67,914.6,90,0,15,34222,2.25,0.8,353.49,907.78,445.83,4781.07,1128.15,0.93,VG-6,10/25/2004,,No
Dealer9,1/8/2019,66.51,1.18,31.54,65.32,47.17,43.23,428.08,300.28,895.7,69.23,51408,19.5,54935,2.59,0.68,266.67,892.58,310.25,4106.33,1395.5,1.26,VG-6,10/25/2004,,No
Dealer9,1/9/2019,53.27,1.15,138,89.13,46.79,43.23,1299,48.2,888.1,113.33,40529,7.5,-5257,-0.48,0.68,633.33,865.14,736.91,8071.71,1283.44,1.87,VG-6,10/25/2004,,No
Dealer9,1/10/2019,55.87,1.14,116.47,93.94,47.32,43.23,1024.24,378.82,880.1,123.53,42534,8.5,10399,0.77,0.86,434.29,865.12,697.09,5817.54,1362.44,2.12,VG-6,10/25/2004,,No
Dealer9,1/11/2019,60.59,1.15,76.96,95.29,49.04,43.16,1024.57,324.96,883.3,104.35,35998,7.67,11155,0.7,0.75,423.11,864.22,430.92,6304.38,1560.79,1.87,VG-6,10/25/2004,,No
Dealer9,1/12/2019,42.99,1.15,101.05,99.03,51.92,42.18,982.63,81.63,875.1,121.05,34389,9.5,1792,0.14,0.95,579.81,871.88,803.94,7243.3,1737.38,1.79,VG-6,10/25/2004,,No
Dealer9,1/1/2020,73.04,1.17,110.63,94.88,49.55,42.02,1293.44,463.69,893.8,118.75,45802,8,5787,0.53,1.06,474.39,962.5,734.66,6434.91,1594.12,1.94,VG-6,10/25/2004,,No
Dealer9,1/2/2020,55.77,1.16,49,97.77,53.39,42.67,867.33,146.8,908.2,116.67,39001,15,35360,2.09,0.73,319.49,848.57,472.3,4284.94,1354.58,1.47,VG-6,10/25/2004,,No
Dealer9,1/3/2020,50.14,1.15,167.5,113.45,49.56,42.24,1023.67,-5.25,912.7,150,38121,6,3845,0.41,0.91,626.2,945.83,943.52,7145.64,1213.62,2.5,VG-6,10/25/2004,,No
Dealer10,1/8/2017,27.14,1.25,130,26.82,,40.83,999.75,644.92,869.3,0,7379300,8,-23241,-1.63,0.91,258.33,935.5,397.78,3955.7,577.14,1.5,VG-6,5/9/2007,8/26/2019,Yes
